time,alt,setpoint
0,0.717467486858368,50
0.0199999958276749,0.717467486858368,50
0.0399999916553497,0.717467486858368,50
0.0599999874830246,0.723800599575043,50
0.0799999833106995,0.739222288131714,50
0.0999999791383743,0.763294041156769,50
0.119999974966049,0.794468820095062,50
0.139999970793724,0.831837117671967,50
0.159999966621399,0.8753342628479,50
0.179999962449074,0.925189435482025,50
0.199999958276749,0.981681704521179,50
0.219999954104424,1.04489314556122,50
0.239999949932098,1.11480402946472,50
0.259999945759773,1.19137930870056,50
0.279999941587448,1.27453684806824,50
0.299999937415123,1.36429905891418,50
0.319999933242798,1.46066105365753,50
0.339999929070473,1.56366741657257,50
0.359999924898148,1.67325866222382,50
0.379999920725822,1.78947925567627,50
0.399999916553497,1.91229963302612,50
0.419999912381172,2.0417697429657,50
0.439999908208847,2.17785429954529,50
0.459999904036522,2.3205087184906,50
0.479999899864197,2.46979522705078,50
0.499999895691872,2.62569379806519,50
0.519999891519547,2.78817987442017,50
0.539999887347221,2.95730519294739,50
0.559999883174896,3.1329927444458,50
0.579999879002571,3.31531023979187,50
0.599999874830246,3.50426197052002,50
0.619999870657921,3.69977617263794,50
0.639999866485596,3.90190005302429,50
0.659999862313271,4.11062622070313,50
0.679999858140945,4.32596397399902,50
0.69999985396862,4.54789161682129,50
0.719999849796295,4.77638673782349,50
0.73999984562397,5.01148176193237,50
0.759999841451645,5.25320100784302,50
0.77999983727932,5.50147533416748,50
0.799999833106995,5.75635433197021,50
0.819999828934669,6.01780319213867,50
0.839999824762344,6.28585386276245,50
0.859999820590019,6.56044721603394,50
0.879999816417694,6.84166288375854,50
0.899999812245369,7.12944555282593,50
0.919999808073044,7.42376279830933,50
0.939999803900719,7.72472763061523,50
0.959999799728394,8.03223991394043,50
0.979999795556068,8.34630393981934,50
0.999999791383743,8.66691112518311,50
1.01999978721142,8.99411201477051,50
1.03999978303909,9.32785606384277,50
1.05999977886677,9.66817474365234,50
1.07999977469444,10.0150356292725,50
1.09999977052212,10.3684711456299,50
1.11999976634979,10.7284870147705,50
1.13999976217747,11.0949649810791,50
1.15999975800514,11.4680404663086,50
1.17999975383282,11.8476285934448,50
1.19999974966049,12.2337913513184,50
1.21999974548817,12.6264686584473,50
1.23999974131584,13.0256910324097,50
1.25999973714352,13.4314622879028,50
1.27999973297119,13.8437471389771,50
1.29999972879887,14.2625522613525,50
1.31999972462654,14.6878366470337,50
1.33999972045422,15.1197175979614,50
1.35999971628189,15.5580492019653,50
1.37999971210957,16.0029277801514,50
1.39999970793724,16.4543132781982,50
1.41999970376492,16.9121799468994,50
1.43999969959259,17.3765678405762,50
1.45999969542027,17.8474521636963,50
1.47999969124794,18.3225631713867,50
1.49999968707561,18.797830581665,50
1.51999968290329,19.2690620422363,50
1.53999967873096,19.7346153259277,50
1.55999967455864,20.1948223114014,50
1.57999967038631,20.6505966186523,50
1.59999966621399,21.1025848388672,50
1.61999966204166,21.5509033203125,50
1.63999965786934,21.9953327178955,50
1.65999965369701,22.4357223510742,50
1.67999964952469,22.8720798492432,50
1.69999964535236,23.3043460845947,50
1.71999964118004,23.732572555542,50
1.73999963700771,24.1567993164063,50
1.75999963283539,24.5770416259766,50
1.77999962866306,24.9932880401611,50
1.79999962449074,25.4054851531982,50
1.81999962031841,25.813720703125,50
1.83999961614609,26.2179317474365,50
1.85999961197376,26.6181411743164,50
1.87999960780144,27.0143756866455,50
1.89999960362911,27.4065570831299,50
1.91999959945679,27.7948207855225,50
1.93999959528446,28.1790447235107,50
1.95999959111214,28.5592708587646,50
1.97999958693981,28.9355297088623,50
1.99999958276749,29.3077983856201,50
2.01999957859516,29.6760673522949,50
2.03999957442284,30.0403461456299,50
2.05999957025051,30.4006633758545,50
2.07999956607819,30.7569980621338,50
2.09999956190586,31.1093425750732,50
2.11999955773354,31.4577236175537,50
2.13999955356121,31.8021030426025,50
2.15999954938889,32.1425361633301,50
2.17999954521656,32.4789733886719,50
2.19999954104424,32.811450958252,50
2.21999953687191,33.1399574279785,50
2.23999953269959,33.4645156860352,50
2.25999952852726,33.7850875854492,50
2.27999952435493,34.1017150878906,50
2.29999952018261,34.4143447875977,50
2.31999951601028,34.7230415344238,50
2.33999951183796,35.0277671813965,50
2.35999950766563,35.3285255432129,50
2.37999950349331,35.6253395080566,50
2.39999949932098,35.9181900024414,50
2.41999949514866,36.2071151733398,50
2.43999949097633,36.492057800293,50
2.45999948680401,36.7730484008789,50
2.47999948263168,37.0501098632813,50
2.49999947845936,37.3232192993164,50
2.51999947428703,37.592357635498,50
2.53999947011471,37.8575782775879,50
2.55999946594238,38.1188278198242,50
2.57999946177006,38.3761672973633,50
2.59999945759773,38.6295394897461,50
2.61999945342541,38.8789558410645,50
2.63999944925308,39.1244697570801,50
2.65999944508076,39.3659934997559,50
2.67999944090843,39.603630065918,50
2.69999943673611,39.8373069763184,50
2.71999943256378,40.0670700073242,50
2.73999942839146,40.2928695678711,50
2.75999942421913,40.5147705078125,50
2.77999942004681,40.7327041625977,50
2.79999941587448,40.9467010498047,50
2.81999941170216,41.1568031311035,50
2.83999940752983,41.3629837036133,50
2.85999940335751,41.5651893615723,50
2.87999939918518,41.7634887695313,50
2.89999939501286,41.9578819274902,50
2.91999939084053,42.1483459472656,50
2.93999938666821,42.3348579406738,50
2.95999938249588,42.5174674987793,50
2.97999937832356,42.6961441040039,50
2.99999937415123,42.8708915710449,50
3.0199993699789,43.0417366027832,50
3.03999936580658,43.208667755127,50
3.05999936163425,43.3716697692871,50
3.07999935746193,43.5307540893555,50
