Time,Xpos,Ypos,Zpos
5.8,-0.166029083128798,0.0242151713620109,132.660403373163
5.8,-0.166029083128798,0.0242151713620109,132.660403373163
5.82,-0.167325246720253,0.0243788170600236,133.614949437517
5.82,-0.167325246720253,0.0243788170600236,133.614949437517
5.82,-0.167325246720253,0.0243788170600236,133.614949437517
5.82,-0.167325246720253,0.0243788170600236,133.614949437517
5.84,-0.168627743826335,0.0245426270042391,134.573015350085
5.84,-0.168627743826335,0.0245426270042391,134.573015350085
5.84,-0.168627743826335,0.0245426270042391,134.573015350085
5.86,-0.169936010649259,0.0247065832065567,135.5346032773
5.86,-0.169936010649259,0.0247065832065567,135.5346032773
5.86,-0.169936010649259,0.0247065832065567,135.5346032773
5.88,-0.171249915796828,0.0248706916778897,136.499711597714
5.88,-0.171249915796828,0.0248706916778897,136.499711597714
5.88,-0.171249915796828,0.0248706916778897,136.499711597714
5.88,-0.171249915796828,0.0248706916778897,136.499711597714
5.9,-0.172569513001932,0.0250349506741457,137.468343060713
5.9,-0.172569513001932,0.0250349506741457,137.468343060713
5.9,-0.172569513001932,0.0250349506741457,137.468343060713
5.92,-0.173896495104813,0.025199379042748,138.440506540867
5.92,-0.173896495104813,0.025199379042748,138.440506540867
5.92,-0.173896495104813,0.025199379042748,138.440506540867
5.94,-0.175228813070234,0.0253639539901072,139.416191769551
5.94,-0.175228813070234,0.0253639539901072,139.416191769551
5.94,-0.175228813070234,0.0253639539901072,139.416191769551
5.94,-0.175228813070234,0.0253639157195462,139.416191769949
5.96,-0.176565532968368,0.0255286809035456,140.395399276832
5.96,-0.176565532968368,0.0255286809035456,140.395399276832
5.96,-0.176565532968368,0.0255286809035456,140.395399276832
5.98,-0.177909285375968,0.0256935541239628,141.378135411985
5.98,-0.177909285375968,0.0256935541239628,141.378135411985
5.98,-0.177909285375968,0.0256935541239628,141.378135411985
6,-0.179260920200839,0.0258585848329499,142.364407200822
6,-0.179260920200839,0.0258585848329499,142.364407200822
6,-0.179260920200839,0.0258585848329499,142.364407200822
6,-0.179260598402237,0.0258585456437743,142.364407201234
6.02,-0.180617320958739,0.0260237725508359,143.354202528258
6.02,-0.180617320958739,0.0260237725508359,143.354202528258
6.02,-0.180617320958739,0.0260237725508359,143.354202528258
6.04,-0.181981966734462,0.0261891238386111,144.347532892386
6.04,-0.181981966734462,0.0261891238386111,144.347532892386
6.04,-0.181981966734462,0.0261891238386111,144.347532892386
6.06,-0.183353038380339,0.0263546467122561,145.344394228355
6.06,-0.183353038380339,0.0263546467122561,145.344394228355
6.06,-0.183353038380339,0.0263546467122561,145.344394228355
6.08,-0.184728927020359,0.0265203297193764,146.34478972496
6.08,-0.184728927020359,0.0265203297193764,146.34478972496
6.08,-0.184728927020359,0.0265203297193764,146.34478972496
6.08,-0.184728927020359,0.0265203297193764,146.34478972496
6.1,-0.186107794276531,0.0266861645292473,147.348709037114
