Time,Altitude,Downrange
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28527.32,9897.69
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28555.34,9908.8
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28583.39,9919.82
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.04,28611.46,9930.85
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28639.55,9941.95
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28667.67,9953.06
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28695.8,9964.08
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.12,28723.95,9975.19
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28752.13,9986.29
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28780.32,9997.4
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28808.54,10008.51
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.2,28836.77,10019.69
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28865.03,10030.8
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28893.31,10041.9
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28921.61,10053.09
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.28,28949.93,10064.27
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,28978.27,10075.38
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29006.63,10086.56
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29035.02,10097.75
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.36,29063.42,10108.93
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29091.85,10120.12
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29120.29,10131.38
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29148.76,10142.57
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.44,29177.25,10153.83
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29205.76,10165.02
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29234.29,10176.28
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29262.84,10187.55
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.52,29291.41,10198.82
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29320.01,10210.08
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29348.62,10221.35
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29377.26,10232.61
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.6,29405.91,10243.88
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29434.59,10255.22
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29463.29,10266.49
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29492.01,10277.83
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.68,29520.75,10289.1
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29549.51,10300.44
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29578.3,10311.79
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29607.1,10323.13
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.76,29635.93,10334.48
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29664.78,10345.82
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29693.65,10357.25
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29722.54,10368.59
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.84,29751.45,10380.02
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10391.36
53.92,29780.38,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29809.33,10402.79
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10414.21
53.92,29838.31,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
53.92,29867.3,10425.64
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29896.32,10437.06
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29925.36,10448.49
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29954.42,10459.91
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54,29983.5,10471.42
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30012.61,10482.84
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30041.73,10494.35
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30070.88,10505.77
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.08,30100.04,10517.28
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30129.23,10528.78
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30158.44,10540.29
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30187.67,10551.79
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.16,30216.93,10563.3
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30246.2,10574.88
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30275.5,10586.38
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30304.81,10597.89
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.24,30334.15,10609.47
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30363.51,10621.06
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30392.9,10632.64
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30422.3,10644.15
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.32,30451.72,10655.81
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30481.17,10667.4
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30510.64,10678.98
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30540.13,10690.57
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.4,30569.64,10702.23
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30599.17,10713.82
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30628.73,10725.48
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30658.3,10737.15
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.48,30687.9,10748.73
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30717.52,10760.4
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30747.16,10772.06
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30776.82,10783.81
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.56,30806.51,10795.47
54.64,30836.22,10807.13
54.64,30836.22,10807.13
54.64,30836.22,10807.13
54.64,30836.22,10807.13
54.64,30836.22,10807.13
54.64,30836.22,10807.13
54.64,30836.22,10807.13
