Time,Altitude (m),Downrange (m)
549.98,146666.35,197453.13
549.98,146666.35,197453.13
549.98,146666.35,197453.13
549.98,146666.35,197453.13
549.98,146666.35,197453.13
549.98,146666.35,197453.13
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146646.99,197458.2
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146627.63,197466.79
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
549.98,146608.26,197475.34
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146588.9,197487.4
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146569.53,197492.48
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146550.16,197501.07
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.06,146530.78,197509.61
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146511.41,197521.72
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146492.03,197526.79
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197535.34
550.14,146472.65,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.14,146453.27,197543.93
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146433.88,197555.99
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146414.5,197561.07
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146395.11,197569.65
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.22,146375.72,197578.2
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146356.32,197590.27
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146336.93,197595.38
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146317.53,197603.93
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.3,146298.13,197612.52
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146278.72,197624.58
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146259.32,197629.66
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146239.91,197638.24
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.38,146220.5,197646.83
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146201.09,197658.9
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146181.68,197664.01
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146162.26,197672.56
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.46,146142.84,197681.15
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146123.42,197693.25
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146104,197698.33
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146084.57,197706.91
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.54,146065.15,197715.5
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146045.72,197727.57
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146026.28,197732.68
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,146006.85,197741.27
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.62,145987.41,197749.86
550.7,145987.41,197749.86
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145967.98,197761.92
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145948.53,197767.03
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145929.09,197775.62
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.7,145909.65,197784.21
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145890.2,197796.28
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145870.75,197801.39
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145851.3,197809.98
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.78,145831.84,197818.57
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145812.38,197830.63
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145792.93,197835.74
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145773.46,197844.33
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.86,145754,197852.92
550.94,145754,197852.92
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197865.03
550.94,145734.54,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145715.07,197870.14
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145695.6,197878.73
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
550.94,145676.13,197887.32
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145656.65,197899.42
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145637.17,197904.53
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145617.7,197913.12
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.02,145598.21,197921.71
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145578.73,197933.82
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145559.24,197938.93
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145539.76,197947.52
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.1,145520.27,197956.11
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145500.77,197968.21
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197973.32
551.18,145481.28,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145461.78,197981.91
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.18,145442.28,197990.54
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145422.78,198002.64
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145403.28,198007.76
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145383.77,198016.35
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.26,145364.26,198024.98
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145344.75,198037.08
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145325.24,198042.15
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145305.72,198050.78
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.34,145286.21,198059.41
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145266.69,198071.51
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145247.17,198076.63
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145227.64,198085.22
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.42,145208.12,198093.84
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145188.59,198105.95
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145169.06,198111.06
551.5,145149.52,198119.69
