Time,Altitude (m),Downrange (m)
68.81,51877.13,20590.74
68.81,51877.13,20590.74
68.81,51877.13,20590.74
68.81,51877.13,20590.74
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51906.36,20603.04
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.81,51935.6,20615.42
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51964.83,20627.73
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,51994.06,20640.03
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52023.28,20652.33
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.89,52052.5,20664.72
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52081.72,20677.02
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52110.94,20689.33
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52140.15,20701.63
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
68.97,52169.36,20713.93
69.05,52169.36,20713.93
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20726.24
69.05,52198.57,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52227.78,20738.62
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52256.98,20750.93
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.05,52286.18,20763.23
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52315.37,20775.53
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52344.57,20787.84
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52373.76,20800.14
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.13,52402.94,20812.44
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52432.13,20824.75
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52461.31,20837.05
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52490.49,20849.36
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.21,52519.67,20861.66
69.29,52519.67,20861.66
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52548.84,20873.96
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52578.01,20886.27
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52607.18,20898.49
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.29,52636.34,20910.79
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52665.5,20923.1
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52694.66,20935.4
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52723.82,20947.71
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.37,52752.97,20960.01
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52782.12,20972.23
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52811.27,20984.54
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52840.41,20996.84
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.45,52869.56,21009.15
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52898.69,21021.37
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52927.83,21033.67
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52956.96,21045.98
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.53,52986.09,21058.2
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53015.22,21070.5
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53044.35,21082.81
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53073.47,21095.03
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.61,53102.59,21107.34
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53131.7,21119.56
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53160.81,21131.86
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53189.93,21144.09
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.69,53219.03,21156.39
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53248.14,21168.62
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53277.24,21180.92
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21193.14
69.77,53306.34,21205.45
