Time,Signal,Setpoint
3.66,-2.75,-5
3.68,-2.76,-5
3.68,-2.76,-5
3.68,-2.76,-5
3.68,-2.76,-5
3.7,-2.76,-5
3.7,-2.77,-5
3.7,-2.77,-5
3.7,-2.77,-5
3.7,-2.77,-5
3.72,-2.77,-5
3.72,-2.77,-5
3.72,-2.77,-5
3.72,-2.77,-5
3.74,-2.77,-5
3.74,-2.78,-5
3.74,-2.78,-5
3.74,-2.78,-5
3.74,-2.78,-5
3.76,-2.79,-5
3.76,-2.79,-5
3.76,-2.79,-5
3.76,-2.79,-5
3.78,-2.79,-5
3.78,-2.79,-5
3.78,-2.79,-5
3.78,-2.79,-5
3.78,-2.79,-5
3.8,-2.8,-5
3.8,-2.8,-5
3.8,-2.8,-5
3.8,-2.8,-5
3.82,-2.8,-5
3.82,-2.81,-5
3.82,-2.81,-5
3.82,-2.81,-5
3.82,-2.81,-5
3.84,-2.81,-5
3.84,-2.81,-5
3.84,-2.81,-5
3.84,-2.81,-5
3.84,-2.81,-5
3.86,-2.82,-5
3.86,-2.82,-5
3.86,-2.82,-5
3.86,-2.82,-5
3.88,-2.82,-5
3.88,-2.83,-5
3.88,-2.83,-5
3.88,-2.83,-5
3.88,-2.83,-5
3.9,-2.83,-5
3.9,-2.83,-5
3.9,-2.83,-5
3.9,-2.83,-5
3.92,-2.83,-5
3.92,-2.84,-5
3.92,-2.84,-5
3.92,-2.84,-5
3.92,-2.84,-5
3.94,-2.85,-5
3.94,-2.85,-5
3.94,-2.85,-5
3.94,-2.85,-5
3.96,-2.85,-5
3.96,-2.85,-5
3.96,-2.85,-5
3.96,-2.85,-5
3.96,-2.85,-5
3.98,-2.86,-5
3.98,-2.86,-5
3.98,-2.86,-5
3.98,-2.86,-5
4,-2.86,-5
4,-2.86,-5
4,-2.86,-5
4,-2.86,-5
4,-2.86,-5
4.02,-2.87,-5
4.02,-2.87,-5
4.02,-2.87,-5
4.02,-2.87,-5
4.02,-2.87,-5
4.04,-2.88,-5
4.04,-2.88,-5
4.04,-2.88,-5
4.04,-2.88,-5
4.06,-2.88,-5
4.06,-2.88,-5
4.06,-2.88,-5
4.06,-2.88,-5
4.06,-2.88,-5
4.08,-2.89,-5
4.08,-2.89,-5
4.08,-2.89,-5
4.08,-2.89,-5
4.1,-2.89,-5
4.1,-2.89,-5
4.1,-2.89,-5
4.1,-2.89,-5
4.1,-2.89,-5
4.12,-2.9,-5
4.12,-2.9,-5
4.12,-2.9,-5
4.12,-2.9,-5
4.14,-2.9,-5
4.14,-2.9,-5
4.14,-2.9,-5
4.14,-2.9,-5
4.14,-2.9,-5
4.16,-2.91,-5
4.16,-2.91,-5
4.16,-2.91,-5
4.16,-2.91,-5
4.16,-2.91,-5
4.18,-2.91,-5
4.18,-2.91,-5
4.18,-2.91,-5
4.18,-2.91,-5
4.2,-2.92,-5
4.2,-2.92,-5
4.2,-2.92,-5
4.2,-2.92,-5
4.2,-2.92,-5
4.22,-2.92,-5
4.22,-2.92,-5
4.22,-2.92,-5
4.22,-2.92,-5
4.24,-2.92,-5
4.24,-2.93,-5
4.24,-2.93,-5
4.24,-2.93,-5
4.24,-2.93,-5
4.26,-2.93,-5
4.26,-2.93,-5
4.26,-2.93,-5
4.26,-2.93,-5
4.28,-2.93,-5
4.28,-2.94,-5
4.28,-2.94,-5
4.28,-2.94,-5
4.28,-2.94,-5
4.3,-2.94,-5
4.3,-2.94,-5
4.3,-2.94,-5
4.3,-2.94,-5
4.32,-2.94,-5
4.32,-2.95,-5
4.32,-2.95,-5
4.32,-2.95,-5
4.32,-2.95,-5
4.34,-2.95,-5
4.34,-2.95,-5
4.34,-2.95,-5
4.34,-2.95,-5
4.34,-2.95,-5
4.36,-2.96,-5
4.36,-2.96,-5
4.36,-2.96,-5
4.36,-2.96,-5
4.38,-2.96,-5
4.38,-2.96,-5
4.38,-2.96,-5
4.38,-2.96,-5
4.38,-2.96,-5
4.4,-2.97,-5
4.4,-2.97,-5
4.4,-2.97,-5
4.4,-2.97,-5
4.42,-2.97,-5
4.42,-2.97,-5
4.42,-2.97,-5
4.42,-2.97,-5
4.42,-2.97,-5
4.44,-2.98,-5
4.44,-2.98,-5
4.44,-2.98,-5
4.44,-2.98,-5
4.46,-2.98,-5
4.46,-2.98,-5
4.46,-2.98,-5
4.46,-2.98,-5
4.46,-2.98,-5
4.48,-2.99,-5
4.48,-2.99,-5
4.48,-2.99,-5
4.48,-2.99,-5
4.5,-2.99,-5
4.5,-2.99,-5
4.5,-2.99,-5
4.5,-2.99,-5
4.5,-2.99,-5
4.52,-3,-5
4.52,-3,-5
4.52,-3,-5
4.52,-3,-5
4.52,-3,-5
4.54,-3,-5
4.54,-3,-5
4.54,-3,-5
4.54,-3,-5
4.56,-3,-5
4.56,-3,-5
4.56,-3,-5
4.56,-3,-5
4.56,-3,-5
4.58,-3.01,-5
4.58,-3.01,-5
4.58,-3.01,-5
4.58,-3.01,-5
4.6,-3.01,-5
4.6,-3.01,-5
4.6,-3.01,-5
4.6,-3.01,-5
4.6,-3.01,-5
4.62,-3.02,-5
4.62,-3.02,-5
4.62,-3.02,-5
4.62,-3.02,-5
4.64,-3.02,-5
4.64,-3.02,-5
4.64,-3.02,-5
4.64,-3.02,-5
4.64,-3.02,-5
4.66,-3.02,-5
4.66,-3.02,-5
4.66,-3.02,-5
4.66,-3.02,-5
4.68,-3.02,-5
4.68,-3.03,-5
4.68,-3.03,-5
4.68,-3.03,-5
4.68,-3.03,-5
4.7,-3.03,-5
4.7,-3.03,-5
4.7,-3.03,-5
4.7,-3.03,-5
4.7,-3.03,-5
4.72,-3.04,-5
4.72,-3.04,-5
4.72,-3.04,-5
4.72,-3.04,-5
4.74,-3.04,-5
4.74,-3.04,-5
4.74,-3.04,-5
4.74,-3.04,-5
4.74,-3.04,-5
4.76,-3.04,-5
4.76,-3.04,-5
4.76,-3.04,-5
4.76,-3.04,-5
4.78,-3.04,-5
4.78,-3.05,-5
4.78,-3.05,-5
4.78,-3.05,-5
4.78,-3.05,-5
4.8,-3.05,-5
4.8,-3.05,-5
4.8,-3.05,-5
4.8,-3.05,-5
4.82,-3.05,-5
4.82,-3.05,-5
4.82,-3.05,-5
4.82,-3.05,-5
4.82,-3.05,-5
4.84,-3.06,-5
4.84,-3.06,-5
4.84,-3.06,-5
4.84,-3.06,-5
4.84,-3.06,-5
4.86,-3.06,-5
4.86,-3.06,-5
4.86,-3.06,-5
4.86,-3.06,-5
4.88,-3.06,-5
4.88,-3.06,-5
4.88,-3.06,-5
4.88,-3.06,-5
4.88,-3.06,-5
4.9,-3.07,-5
4.9,-3.07,-5
4.9,-3.07,-5
4.9,-3.07,-5
4.92,-3.07,-5
4.92,-3.07,-5
4.92,-3.07,-5
4.92,-3.07,-5
4.92,-3.07,-5
4.94,-3.08,-5
4.94,-3.08,-5
4.94,-3.08,-5
4.94,-3.08,-5
4.96,-3.08,-5
4.96,-3.08,-5
