Time,Altitude,Setpoint
1985293.11,0.48,50
1985293.11,0.48,50
1985293.11,0.48,50
1985293.11,0.48,50
1985293.11,0.48,50
1985293.11,0.48,50
1985293.11,0.48,50
1985293.13,0.48,50
1985293.13,0.48,50
1985293.13,0.48,50
1985293.13,0.48,50
1985293.13,0.48,50
1985293.13,0.48,50
1985293.13,0.48,50
1985293.15,0.48,50
1985293.15,0.48,50
1985293.15,0.48,50
1985293.15,0.48,50
1985293.15,0.48,50
1985293.15,0.48,50
1985293.15,0.48,50
1985293.17,0.48,50
1985293.17,0.48,50
1985293.17,0.48,50
1985293.17,0.48,50
1985293.17,0.48,50
1985293.17,0.48,50
1985293.17,0.48,50
1985293.19,0.48,50
1985293.19,0.48,50
1985293.19,0.48,50
1985293.19,0.48,50
1985293.19,0.48,50
1985293.19,0.48,50
1985293.19,0.48,50
1985293.21,0.48,50
1985293.21,0.48,50
1985293.21,0.48,50
1985293.21,0.48,50
1985293.21,0.48,50
1985293.21,0.48,50
1985293.21,0.48,50
1985293.23,0.48,50
1985293.23,0.48,50
1985293.23,0.48,50
1985293.23,0.48,50
1985293.23,0.48,50
1985293.23,0.48,50
1985293.23,0.48,50
1985293.25,0.48,50
1985293.25,0.48,50
1985293.25,0.48,50
1985293.25,0.48,50
1985293.25,0.48,50
1985293.25,0.48,50
1985293.25,0.48,50
1985293.27,0.48,50
1985293.27,0.48,50
1985293.27,0.48,50
1985293.27,0.48,50
1985293.27,0.48,50
1985293.27,0.48,50
1985293.27,0.48,50
1985293.29,0.48,50
1985293.29,0.48,50
1985293.29,0.48,50
1985293.29,0.48,50
1985293.29,0.48,50
1985293.29,0.48,50
1985293.29,0.48,50
1985293.31,0.48,50
1985293.31,0.48,50
1985293.31,0.48,50
1985293.31,0.48,50
1985293.31,0.48,50
1985293.31,0.48,50
1985293.31,0.48,50
1985293.33,0.48,50
1985293.33,0.48,50
1985293.33,0.48,50
1985293.33,0.48,50
1985293.33,0.48,50
1985293.33,0.48,50
1985293.33,0.48,50
1985293.35,0.48,50
1985293.35,0.48,50
1985293.35,0.48,50
1985293.35,0.48,50
1985293.35,0.48,50
1985293.35,0.48,50
1985293.35,0.48,50
1985293.37,0.48,50
1985293.37,0.48,50
1985293.37,0.48,50
1985293.37,0.48,50
1985293.37,0.48,50
1985293.37,0.48,50
1985293.37,0.48,50
1985293.39,0.48,50
1985293.39,0.48,50
1985293.39,0.48,50
1985293.39,0.48,50
1985293.39,0.48,50
1985293.39,0.48,50
1985293.39,0.48,50
1985293.41,0.48,50
1985293.41,0.48,50
1985293.41,0.48,50
1985293.41,0.48,50
1985293.41,0.48,50
1985293.41,0.48,50
1985293.41,0.48,50
1985293.43,0.48,50
1985293.43,0.48,50
1985293.43,0.48,50
1985293.43,0.48,50
1985293.43,0.48,50
1985293.43,0.48,50
1985293.43,0.48,50
1985293.45,0.48,50
1985293.45,0.48,50
1985293.45,0.48,50
1985293.45,0.48,50
1985293.45,0.48,50
1985293.45,0.48,50
1985293.45,0.48,50
1985293.47,0.48,50
1985293.47,0.48,50
1985293.47,0.48,50
1985293.47,0.48,50
1985293.47,0.48,50
1985293.47,0.48,50
1985293.47,0.48,50
1985293.49,0.48,50
1985293.49,0.48,50
1985293.49,0.48,50
1985293.49,0.48,50
1985293.49,0.48,50
1985293.49,0.48,50
1985293.49,0.48,50
1985293.51,0.48,50
1985293.51,0.48,50
1985293.51,0.48,50
1985293.51,0.48,50
1985293.51,0.48,50
1985293.51,0.48,50
1985293.51,0.48,50
1985293.53,0.48,50
1985293.53,0.48,50
1985293.53,0.48,50
1985293.53,0.48,50
1985293.53,0.48,50
1985293.53,0.48,50
1985293.53,0.48,50
1985293.55,0.48,50
1985293.55,0.48,50
1985293.55,0.48,50
1985293.55,0.48,50
1985293.55,0.48,50
1985293.55,0.48,50
1985293.55,0.48,50
1985293.57,0.48,50
1985293.57,0.48,50
1985293.57,0.48,50
1985293.57,0.48,50
1985293.57,0.48,50
1985293.57,0.48,50
1985293.57,0.48,50
1985293.59,0.48,50
1985293.59,0.48,50
1985293.59,0.48,50
1985293.59,0.48,50
1985293.59,0.48,50
1985293.59,0.48,50
1985293.59,0.48,50
1985293.61,0.48,50
1985293.61,0.48,50
1985293.61,0.48,50
1985293.61,0.48,50
1985293.61,0.48,50
1985293.61,0.48,50
1985293.61,0.48,50
1985293.63,0.48,50
1985293.63,0.48,50
1985293.63,0.48,50
1985293.63,0.48,50
1985293.63,0.48,50
1985293.63,0.48,50
1985293.63,0.48,50
1985293.65,0.48,50
1985293.65,0.48,50
1985293.65,0.48,50
1985293.65,0.48,50
1985293.65,0.48,50
1985293.65,0.48,50
1985293.65,0.48,50
1985293.67,0.48,50
1985293.67,0.48,50
1985293.67,0.48,50
1985293.67,0.48,50
1985293.67,0.48,50
1985293.67,0.48,50
1985293.67,0.48,50
1985293.69,0.48,50
1985293.69,0.48,50
1985293.69,0.48,50
1985293.69,0.48,50
1985293.69,0.48,50
1985293.69,0.48,50
1985293.69,0.48,50
1985293.71,0.48,50
1985293.71,0.48,50
1985293.71,0.48,50
1985293.71,0.48,50
1985293.71,0.48,50
1985293.71,0.48,50
1985293.71,0.48,50
1985293.73,0.48,50
1985293.73,0.48,50
1985293.73,0.48,50
1985293.73,0.48,50
1985293.73,0.48,50
1985293.73,0.48,50
1985293.73,0.48,50
1985293.75,0.48,50
1985293.75,0.48,50
1985293.75,0.48,50
1985293.75,0.48,50
1985293.75,0.48,50
1985293.75,0.48,50
1985293.75,0.48,50
1985293.77,0.48,50
1985293.77,0.48,50
1985293.77,0.48,50
1985293.77,0.48,50
1985293.77,0.48,50
1985293.77,0.48,50
1985293.77,0.48,50
1985293.79,0.48,50
1985293.79,0.48,50
1985293.79,0.48,50
1985293.79,0.48,50
1985293.79,0.48,50
1985293.79,0.48,50
1985293.79,0.48,50
1985293.81,0.48,50
1985293.81,0.48,50
1985293.81,0.48,50
1985293.81,0.48,50
1985293.81,0.48,50
1985293.81,0.48,50
1985293.81,0.48,50
1985293.83,0.48,50
1985293.83,0.48,50
1985293.83,0.48,50
1985293.83,0.48,50
1985293.83,0.48,50
1985293.83,0.48,50
1985293.83,0.48,50
1985293.85,0.48,50
1985293.85,0.48,50
1985293.85,0.48,50
1985293.85,0.48,50
1985293.85,0.48,50
1985293.85,0.48,50
1985293.85,0.48,50
1985293.87,0.48,50
1985293.87,0.48,50
1985293.87,0.48,50
1985293.87,0.48,50
1985293.87,0.48,50
1985293.87,0.48,50
1985293.87,0.48,50
1985293.89,0.48,50
1985293.89,0.48,50
1985293.89,0.48,50
1985293.89,0.48,50
1985293.89,0.48,50
1985293.89,0.48,50
1985293.89,0.48,50
1985293.91,0.48,50
1985293.91,0.48,50
1985293.91,0.48,50
1985293.91,0.48,50
1985293.91,0.48,50
1985293.91,0.48,50
1985293.91,0.48,50
1985293.93,0.48,50
1985293.93,0.48,50
1985293.93,0.48,50
1985293.93,0.48,50
1985293.93,0.48,50
1985293.93,0.48,50
1985293.93,0.48,50
1985293.95,0.48,50
1985293.95,0.48,50
1985293.95,0.48,50
1985293.95,0.48,50
1985293.95,0.48,50
1985293.95,0.48,50
1985293.95,0.48,50
1985293.97,0.48,50
1985293.97,0.48,50
1985293.97,0.48,50
1985293.97,0.48,50
1985293.97,0.48,50
1985293.97,0.48,50
1985293.97,0.48,50
1985293.99,0.48,50
1985293.99,0.48,50
1985293.99,0.48,50
1985293.99,0.48,50
1985293.99,0.48,50
1985293.99,0.48,50
1985293.99,0.48,50
1985294.01,0.48,50
1985294.01,0.48,50
1985294.01,0.48,50
1985294.01,0.48,50
1985294.01,0.48,50
1985294.01,0.48,50
1985294.01,0.48,50
1985294.03,0.49,50
1985294.03,0.49,50
1985294.03,0.49,50
1985294.03,0.49,50
1985294.03,0.49,50
1985294.03,0.49,50
1985294.03,0.49,50
1985294.05,0.49,50
1985294.05,0.49,50
1985294.05,0.49,50
1985294.05,0.49,50
1985294.05,0.49,50
1985294.05,0.49,50
1985294.05,0.49,50
1985294.07,0.49,50
1985294.07,0.49,50
1985294.07,0.49,50
1985294.07,0.49,50
1985294.07,0.49,50
1985294.07,0.49,50
1985294.07,0.49,50
1985294.09,0.49,50
1985294.09,0.49,50
1985294.09,0.49,50
1985294.09,0.49,50
1985294.09,0.49,50
1985294.09,0.49,50
1985294.09,0.49,50
1985294.11,0.49,50
1985294.11,0.49,50
1985294.11,0.49,50
1985294.11,0.49,50
1985294.11,0.49,50
1985294.11,0.49,50
1985294.11,0.49,50
1985294.13,0.49,50
1985294.13,0.49,50
1985294.13,0.49,50
1985294.13,0.49,50
1985294.13,0.49,50
1985294.13,0.49,50
1985294.13,0.49,50
1985294.15,0.49,50
1985294.15,0.49,50
1985294.15,0.49,50
1985294.15,0.49,50
1985294.15,0.49,50
1985294.15,0.49,50
1985294.15,0.49,50
1985294.17,0.5,50
1985294.17,0.5,50
1985294.17,0.5,50
1985294.17,0.5,50
1985294.17,0.5,50
1985294.17,0.5,50
1985294.17,0.5,50
1985294.19,0.5,50
1985294.19,0.5,50
1985294.19,0.5,50
1985294.19,0.5,50
1985294.19,0.5,50
1985294.19,0.5,50
1985294.19,0.5,50
1985294.21,0.5,50
1985294.21,0.5,50
1985294.21,0.5,50
1985294.21,0.5,50
1985294.21,0.5,50
1985294.21,0.5,50
1985294.21,0.5,50
1985294.23,0.51,50
1985294.23,0.51,50
1985294.23,0.51,50
1985294.23,0.51,50
1985294.23,0.51,50
1985294.23,0.51,50
1985294.23,0.51,50
1985294.25,0.51,50
1985294.25,0.51,50
1985294.25,0.51,50
1985294.25,0.51,50
1985294.25,0.51,50
1985294.25,0.51,50
1985294.25,0.51,50
1985294.27,0.51,50
1985294.27,0.51,50
1985294.27,0.51,50
1985294.27,0.51,50
1985294.27,0.51,50
1985294.27,0.51,50
1985294.27,0.51,50
1985294.29,0.52,50
1985294.29,0.52,50
1985294.29,0.52,50
1985294.29,0.52,50
1985294.29,0.52,50
1985294.29,0.52,50
1985294.29,0.52,50
1985294.31,0.52,50
1985294.31,0.52,50
1985294.31,0.52,50
1985294.31,0.52,50
1985294.31,0.52,50
1985294.31,0.52,50
1985294.31,0.52,50
1985294.33,0.53,50
1985294.33,0.53,50
1985294.33,0.53,50
1985294.33,0.53,50
1985294.33,0.53,50
1985294.33,0.53,50
1985294.33,0.53,50
1985294.35,0.54,50
1985294.35,0.54,50
1985294.35,0.54,50
1985294.35,0.54,50
1985294.35,0.54,50
1985294.35,0.54,50
1985294.35,0.54,50
1985294.37,0.54,50
1985294.37,0.54,50
1985294.37,0.54,50
1985294.37,0.54,50
1985294.37,0.54,50
1985294.37,0.54,50
1985294.37,0.54,50
1985294.39,0.55,50
1985294.39,0.55,50
1985294.39,0.55,50
1985294.39,0.55,50
1985294.39,0.55,50
1985294.39,0.55,50
1985294.39,0.55,50
1985294.41,0.56,50
1985294.41,0.56,50
1985294.41,0.56,50
1985294.41,0.56,50
1985294.41,0.56,50
1985294.41,0.56,50
1985294.41,0.56,50
1985294.43,0.57,50
1985294.43,0.57,50
1985294.43,0.57,50
1985294.43,0.57,50
1985294.43,0.57,50
1985294.43,0.57,50
1985294.43,0.57,50
1985294.45,0.58,50
1985294.45,0.58,50
1985294.45,0.58,50
1985294.45,0.58,50
1985294.45,0.58,50
1985294.45,0.58,50
1985294.45,0.58,50
1985294.47,0.59,50
1985294.47,0.59,50
1985294.47,0.59,50
1985294.47,0.59,50
1985294.47,0.59,50
1985294.47,0.59,50
1985294.47,0.59,50
1985294.49,0.6,50
1985294.49,0.6,50
1985294.49,0.6,50
1985294.49,0.6,50
1985294.49,0.6,50
1985294.49,0.6,50
1985294.49,0.6,50
1985294.51,0.61,50
1985294.51,0.61,50
1985294.51,0.61,50
1985294.51,0.61,50
1985294.51,0.61,50
1985294.51,0.61,50
1985294.51,0.61,50
1985294.53,0.62,50
1985294.53,0.62,50
1985294.53,0.62,50
1985294.53,0.62,50
1985294.53,0.62,50
1985294.53,0.62,50
1985294.53,0.62,50
1985294.55,0.64,50
1985294.55,0.64,50
1985294.55,0.64,50
1985294.55,0.64,50
1985294.55,0.64,50
1985294.55,0.64,50
1985294.55,0.64,50
1985294.57,0.65,50
1985294.57,0.65,50
1985294.57,0.65,50
1985294.57,0.65,50
1985294.57,0.65,50
1985294.57,0.65,50
1985294.57,0.65,50
1985294.59,0.67,50
1985294.59,0.67,50
1985294.59,0.67,50
1985294.59,0.67,50
1985294.59,0.67,50
1985294.59,0.67,50
1985294.59,0.67,50
1985294.61,0.68,50
1985294.61,0.68,50
1985294.61,0.68,50
1985294.61,0.68,50
1985294.61,0.68,50
1985294.61,0.68,50
1985294.61,0.68,50
1985294.63,0.7,50
1985294.63,0.7,50
1985294.63,0.7,50
1985294.63,0.7,50
1985294.63,0.7,50
1985294.63,0.7,50
1985294.63,0.7,50
1985294.65,0.72,50
1985294.65,0.72,50
1985294.65,0.72,50
1985294.65,0.72,50
1985294.65,0.72,50
1985294.65,0.72,50
1985294.65,0.72,50
1985294.67,0.74,50
1985294.67,0.74,50
1985294.67,0.74,50
1985294.67,0.74,50
1985294.67,0.74,50
1985294.67,0.74,50
1985294.67,0.74,50
1985294.69,0.76,50
1985294.69,0.76,50
1985294.69,0.76,50
1985294.69,0.76,50
1985294.69,0.76,50
1985294.69,0.76,50
1985294.69,0.76,50
1985294.71,0.78,50
1985294.71,0.78,50
1985294.71,0.78,50
1985294.71,0.78,50
1985294.71,0.78,50
1985294.71,0.78,50
1985294.71,0.78,50
1985294.73,0.8,50
1985294.73,0.8,50
1985294.73,0.8,50
1985294.73,0.8,50
1985294.73,0.8,50
1985294.73,0.8,50
1985294.73,0.8,50
1985294.75,0.83,50
1985294.75,0.83,50
1985294.75,0.83,50
1985294.75,0.83,50
1985294.75,0.83,50
1985294.75,0.83,50
1985294.75,0.83,50
1985294.77,0.85,50
1985294.77,0.85,50
1985294.77,0.85,50
1985294.77,0.85,50
1985294.77,0.85,50
1985294.77,0.85,50
1985294.77,0.85,50
1985294.79,0.88,50
1985294.79,0.88,50
1985294.79,0.88,50
1985294.79,0.88,50
1985294.79,0.88,50
1985294.79,0.88,50
1985294.79,0.88,50
1985294.81,0.91,50
1985294.81,0.91,50
1985294.81,0.91,50
1985294.81,0.91,50
1985294.81,0.91,50
1985294.81,0.91,50
1985294.81,0.91,50
1985294.83,0.94,50
1985294.83,0.94,50
1985294.83,0.94,50
1985294.83,0.94,50
1985294.83,0.94,50
1985294.83,0.94,50
1985294.83,0.94,50
1985294.85,0.97,50
1985294.85,0.97,50
1985294.85,0.97,50
1985294.85,0.97,50
1985294.85,0.97,50
1985294.85,0.97,50
1985294.85,0.97,50
1985294.87,1,50
1985294.87,1,50
1985294.87,1,50
1985294.87,1,50
1985294.87,1,50
1985294.87,1,50
1985294.87,1,50
1985294.89,1.03,50
1985294.89,1.03,50
1985294.89,1.03,50
1985294.89,1.03,50
1985294.89,1.03,50
1985294.89,1.03,50
1985294.89,1.03,50
1985294.91,1.06,50
1985294.91,1.06,50
1985294.91,1.06,50
1985294.91,1.06,50
1985294.91,1.06,50
1985294.91,1.06,50
1985294.91,1.06,50
1985294.93,1.1,50
1985294.93,1.1,50
1985294.93,1.1,50
1985294.93,1.1,50
1985294.93,1.1,50
1985294.93,1.1,50
1985294.93,1.1,50
1985294.95,1.14,50
1985294.95,1.14,50
1985294.95,1.14,50
1985294.95,1.14,50
1985294.95,1.14,50
1985294.95,1.14,50
1985294.95,1.14,50
1985294.97,1.17,50
1985294.97,1.17,50
1985294.97,1.17,50
1985294.97,1.17,50
1985294.97,1.17,50
1985294.97,1.17,50
1985294.97,1.17,50
1985294.99,1.21,50
1985294.99,1.21,50
1985294.99,1.21,50
1985294.99,1.21,50
1985294.99,1.21,50
1985294.99,1.21,50
1985294.99,1.21,50
1985295.01,1.25,50
1985295.01,1.25,50
1985295.01,1.25,50
1985295.01,1.25,50
1985295.01,1.25,50
1985295.01,1.25,50
1985295.01,1.25,50
1985295.03,1.3,50
1985295.03,1.3,50
1985295.03,1.3,50
1985295.03,1.3,50
1985295.03,1.3,50
1985295.03,1.3,50
1985295.03,1.3,50
1985295.05,1.34,50
1985295.05,1.34,50
1985295.05,1.34,50
1985295.05,1.34,50
1985295.05,1.34,50
1985295.05,1.34,50
1985295.05,1.34,50
1985295.07,1.39,50
1985295.07,1.39,50
1985295.07,1.39,50
1985295.07,1.39,50
1985295.07,1.39,50
1985295.07,1.39,50
1985295.07,1.39,50
1985295.09,1.43,50
1985295.09,1.43,50
1985295.09,1.43,50
1985295.09,1.43,50
1985295.09,1.43,50
1985295.09,1.43,50
1985295.09,1.43,50
1985295.11,1.48,50
1985295.11,1.48,50
1985295.11,1.48,50
1985295.11,1.48,50
1985295.11,1.48,50
1985295.11,1.48,50
1985295.11,1.48,50
1985295.13,1.53,50
1985295.13,1.53,50
1985295.13,1.53,50
1985295.13,1.53,50
1985295.13,1.53,50
1985295.13,1.53,50
1985295.13,1.53,50
1985295.15,1.58,50
1985295.15,1.58,50
1985295.15,1.58,50
1985295.15,1.58,50
1985295.15,1.58,50
1985295.15,1.58,50
1985295.15,1.58,50
1985295.17,1.64,50
1985295.17,1.64,50
1985295.17,1.64,50
1985295.17,1.64,50
1985295.17,1.64,50
1985295.17,1.64,50
1985295.17,1.64,50
1985295.19,1.69,50
1985295.19,1.69,50
1985295.19,1.69,50
1985295.19,1.69,50
1985295.19,1.69,50
1985295.19,1.69,50
1985295.19,1.69,50
1985295.21,1.75,50
1985295.21,1.75,50
1985295.21,1.75,50
1985295.21,1.75,50
1985295.21,1.75,50
1985295.21,1.75,50
1985295.21,1.75,50
1985295.23,1.81,50
1985295.23,1.81,50
1985295.23,1.81,50
1985295.23,1.81,50
1985295.23,1.81,50
1985295.23,1.81,50
1985295.23,1.81,50
1985295.25,1.87,50
1985295.25,1.87,50
1985295.25,1.87,50
1985295.25,1.87,50
1985295.25,1.87,50
1985295.25,1.87,50
1985295.25,1.87,50
1985295.27,1.93,50
1985295.27,1.93,50
1985295.27,1.93,50
1985295.27,1.93,50
1985295.27,1.93,50
1985295.27,1.93,50
1985295.27,1.93,50
1985295.29,2,50
1985295.29,2,50
1985295.29,2,50
1985295.29,2,50
1985295.29,2,50
1985295.29,2,50
1985295.29,2,50
1985295.31,2.06,50
1985295.31,2.06,50
1985295.31,2.06,50
1985295.31,2.06,50
1985295.31,2.06,50
1985295.31,2.06,50
1985295.31,2.06,50
1985295.33,2.13,50
1985295.33,2.13,50
1985295.33,2.13,50
1985295.33,2.13,50
1985295.33,2.13,50
1985295.33,2.13,50
1985295.33,2.13,50
1985295.35,2.2,50
1985295.35,2.2,50
1985295.35,2.2,50
1985295.35,2.2,50
1985295.35,2.2,50
1985295.35,2.2,50
1985295.35,2.2,50
1985295.37,2.27,50
1985295.37,2.27,50
1985295.37,2.27,50
1985295.37,2.27,50
1985295.37,2.27,50
1985295.37,2.27,50
1985295.37,2.27,50
1985295.39,2.35,50
1985295.39,2.35,50
1985295.39,2.35,50
1985295.39,2.35,50
1985295.39,2.35,50
1985295.39,2.35,50
1985295.39,2.35,50
1985295.41,2.42,50
1985295.41,2.42,50
1985295.41,2.42,50
1985295.41,2.42,50
1985295.41,2.42,50
1985295.41,2.42,50
1985295.41,2.42,50
1985295.43,2.5,50
1985295.43,2.5,50
1985295.43,2.5,50
1985295.43,2.5,50
1985295.43,2.5,50
1985295.43,2.5,50
1985295.43,2.5,50
1985295.45,2.58,50
1985295.45,2.58,50
1985295.45,2.58,50
1985295.45,2.58,50
1985295.45,2.58,50
1985295.45,2.58,50
1985295.45,2.58,50
1985295.47,2.66,50
1985295.47,2.66,50
1985295.47,2.66,50
1985295.47,2.66,50
1985295.47,2.66,50
1985295.47,2.66,50
1985295.47,2.66,50
1985295.49,2.74,50
1985295.49,2.74,50
1985295.49,2.74,50
1985295.49,2.74,50
1985295.49,2.74,50
1985295.49,2.74,50
1985295.49,2.74,50
1985295.51,2.83,50
1985295.51,2.83,50
1985295.51,2.83,50
1985295.51,2.83,50
1985295.51,2.83,50
1985295.51,2.83,50
1985295.51,2.83,50
1985295.53,2.92,50
1985295.53,2.92,50
1985295.53,2.92,50
1985295.53,2.92,50
1985295.53,2.92,50
1985295.53,2.92,50
1985295.53,2.92,50
1985295.55,3.01,50
1985295.55,3.01,50
1985295.55,3.01,50
1985295.55,3.01,50
1985295.55,3.01,50
1985295.55,3.01,50
1985295.55,3.01,50
1985295.57,3.1,50
1985295.57,3.1,50
1985295.57,3.1,50
1985295.57,3.1,50
1985295.57,3.1,50
1985295.57,3.1,50
1985295.57,3.1,50
1985295.59,3.2,50
1985295.59,3.2,50
1985295.59,3.2,50
1985295.59,3.2,50
1985295.59,3.2,50
1985295.59,3.2,50
1985295.59,3.2,50
1985295.61,3.29,50
1985295.61,3.29,50
1985295.61,3.29,50
1985295.61,3.29,50
1985295.61,3.29,50
1985295.61,3.29,50
1985295.61,3.29,50
1985295.63,3.39,50
1985295.63,3.39,50
1985295.63,3.39,50
1985295.63,3.39,50
1985295.63,3.39,50
1985295.63,3.39,50
1985295.63,3.39,50
1985295.65,3.49,50
1985295.65,3.49,50
1985295.65,3.49,50
1985295.65,3.49,50
1985295.65,3.49,50
1985295.65,3.49,50
1985295.65,3.49,50
1985295.67,3.6,50
1985295.67,3.6,50
1985295.67,3.6,50
1985295.67,3.6,50
1985295.67,3.6,50
1985295.67,3.6,50
1985295.67,3.6,50
1985295.69,3.7,50
1985295.69,3.7,50
1985295.69,3.7,50
1985295.69,3.7,50
1985295.69,3.7,50
1985295.69,3.7,50
1985295.69,3.7,50
1985295.71,3.81,50
1985295.71,3.81,50
1985295.71,3.81,50
1985295.71,3.81,50
1985295.71,3.81,50
1985295.71,3.81,50
1985295.71,3.81,50
1985295.73,3.92,50
1985295.73,3.92,50
1985295.73,3.92,50
1985295.73,3.92,50
1985295.73,3.92,50
1985295.73,3.92,50
1985295.73,3.92,50
1985295.75,4.03,50
1985295.75,4.03,50
1985295.75,4.03,50
1985295.75,4.03,50
1985295.75,4.03,50
1985295.75,4.03,50
1985295.75,4.03,50
1985295.77,4.15,50
1985295.77,4.15,50
1985295.77,4.15,50
1985295.77,4.15,50
1985295.77,4.15,50
1985295.77,4.15,50
1985295.77,4.15,50
1985295.79,4.27,50
1985295.79,4.27,50
1985295.79,4.27,50
1985295.79,4.27,50
1985295.79,4.27,50
1985295.79,4.27,50
1985295.79,4.27,50
1985295.81,4.39,50
1985295.81,4.39,50
1985295.81,4.39,50
1985295.81,4.39,50
1985295.81,4.39,50
1985295.81,4.39,50
1985295.81,4.39,50
1985295.83,4.51,50
1985295.83,4.51,50
1985295.83,4.51,50
1985295.83,4.51,50
1985295.83,4.51,50
1985295.83,4.51,50
1985295.83,4.51,50
1985295.85,4.63,50
1985295.85,4.63,50
1985295.85,4.63,50
1985295.85,4.63,50
1985295.85,4.63,50
1985295.85,4.63,50
1985295.85,4.63,50
1985295.87,4.76,50
1985295.87,4.76,50
1985295.87,4.76,50
1985295.87,4.76,50
1985295.87,4.76,50
1985295.87,4.76,50
1985295.87,4.76,50
1985295.89,4.89,50
1985295.89,4.89,50
1985295.89,4.89,50
1985295.89,4.89,50
1985295.89,4.89,50
1985295.89,4.89,50
1985295.89,4.89,50
1985295.91,5.02,50
1985295.91,5.02,50
1985295.91,5.02,50
1985295.91,5.02,50
1985295.91,5.02,50
1985295.91,5.02,50
1985295.91,5.02,50
1985295.93,5.16,50
1985295.93,5.16,50
1985295.93,5.16,50
1985295.93,5.16,50
1985295.93,5.16,50
1985295.93,5.16,50
1985295.93,5.16,50
1985295.95,5.3,50
1985295.95,5.3,50
1985295.95,5.3,50
1985295.95,5.3,50
1985295.95,5.3,50
1985295.95,5.3,50
1985295.95,5.3,50
1985295.97,5.44,50
1985295.97,5.44,50
1985295.97,5.44,50
1985295.97,5.44,50
1985295.97,5.44,50
1985295.97,5.44,50
1985295.97,5.44,50
1985295.99,5.58,50
1985295.99,5.58,50
1985295.99,5.58,50
1985295.99,5.58,50
1985295.99,5.58,50
1985295.99,5.58,50
1985295.99,5.58,50
1985296.01,5.73,50
1985296.01,5.73,50
1985296.01,5.73,50
1985296.01,5.73,50
1985296.01,5.73,50
1985296.01,5.73,50
1985296.01,5.73,50
1985296.03,5.87,50
1985296.03,5.87,50
1985296.03,5.87,50
1985296.03,5.87,50
1985296.03,5.87,50
1985296.03,5.87,50
1985296.03,5.87,50
1985296.05,6.02,50
1985296.05,6.02,50
1985296.05,6.02,50
1985296.05,6.02,50
1985296.05,6.02,50
1985296.05,6.02,50
1985296.05,6.02,50
1985296.07,6.18,50
1985296.07,6.18,50
1985296.07,6.18,50
1985296.07,6.18,50
1985296.07,6.18,50
1985296.07,6.18,50
1985296.07,6.18,50
1985296.09,6.33,50
1985296.09,6.33,50
1985296.09,6.33,50
1985296.09,6.33,50
1985296.09,6.33,50
1985296.09,6.33,50
1985296.09,6.33,50
1985296.11,6.49,50
1985296.11,6.49,50
1985296.11,6.49,50
1985296.11,6.49,50
1985296.11,6.49,50
1985296.11,6.49,50
1985296.11,6.49,50
1985296.13,6.65,50
1985296.13,6.65,50
1985296.13,6.65,50
1985296.13,6.65,50
1985296.13,6.65,50
1985296.13,6.65,50
1985296.13,6.65,50
1985296.15,6.82,50
1985296.15,6.82,50
1985296.15,6.82,50
1985296.15,6.82,50
1985296.15,6.82,50
1985296.15,6.82,50
1985296.15,6.82,50
1985296.17,6.98,50
1985296.17,6.98,50
1985296.17,6.98,50
1985296.17,6.98,50
1985296.17,6.98,50
1985296.17,6.98,50
1985296.17,6.98,50
1985296.19,7.15,50
1985296.19,7.15,50
1985296.19,7.15,50
1985296.19,7.15,50
1985296.19,7.15,50
1985296.19,7.15,50
1985296.19,7.15,50
1985296.21,7.15,50
1985296.21,7.32,50
1985296.21,7.32,50
1985296.21,7.32,50
1985296.21,7.32,50
1985296.21,7.32,50
1985296.21,7.32,50
1985296.23,7.32,50
1985296.23,7.5,50
1985296.23,7.5,50
1985296.23,7.5,50
1985296.23,7.5,50
1985296.23,7.5,50
1985296.23,7.5,50
1985296.25,7.5,50
1985296.25,7.68,50
1985296.25,7.68,50
1985296.25,7.68,50
1985296.25,7.68,50
1985296.25,7.68,50
1985296.25,7.68,50
1985296.27,7.68,50
1985296.27,7.86,50
1985296.27,7.86,50
1985296.27,7.86,50
1985296.27,7.86,50
1985296.27,7.86,50
1985296.27,7.86,50
1985296.29,7.86,50
1985296.29,8.04,50
1985296.29,8.04,50
1985296.29,8.04,50
1985296.29,8.04,50
1985296.29,8.04,50
1985296.29,8.04,50
1985296.31,8.04,50
1985296.31,8.22,50
1985296.31,8.22,50
1985296.31,8.22,50
1985296.31,8.22,50
1985296.31,8.22,50
1985296.31,8.22,50
1985296.31,8.22,50
1985296.33,8.41,50
1985296.33,8.41,50
1985296.33,8.41,50
1985296.33,8.41,50
1985296.33,8.41,50
1985296.33,8.41,50
1985296.33,8.41,50
1985296.35,8.6,50
1985296.35,8.6,50
1985296.35,8.6,50
1985296.35,8.6,50
1985296.35,8.6,50
1985296.35,8.6,50
1985296.35,8.6,50
1985296.37,8.8,50
1985296.37,8.8,50
1985296.37,8.8,50
1985296.37,8.8,50
1985296.37,8.8,50
1985296.37,8.8,50
1985296.37,8.8,50
1985296.39,8.99,50
1985296.39,8.99,50
1985296.39,8.99,50
1985296.39,8.99,50
1985296.39,8.99,50
1985296.39,8.99,50
1985296.39,8.99,50
1985296.41,9.19,50
1985296.41,9.19,50
1985296.41,9.19,50
1985296.41,9.19,50
1985296.41,9.19,50
1985296.41,9.19,50
1985296.41,9.19,50
1985296.43,9.39,50
1985296.43,9.39,50
1985296.43,9.39,50
1985296.43,9.39,50
