Time,Signal,Setpoint
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0,0.03,0
0.02,0.03,0
0.02,0.03,0
0.02,0.03,0
0.02,0.03,0
0.02,0.03,0
0.04,0.03,0
0.04,0.03,0
0.04,0.03,0
0.04,0.03,0
0.04,0.03,0
0.06,0.03,0
0.06,0.03,0
0.06,0.03,0
0.06,0.03,0
0.06,0.03,0
0.08,0.03,0
0.08,0.03,0
0.08,0.03,0
0.08,0.03,0
0.1,0.03,0
0.1,0.03,0
0.1,0.03,0
0.1,0.03,0
0.1,0.03,0
0.12,0.03,0
0.12,0.03,0
0.12,0.03,0
0.12,0.03,0
0.12,0.03,0
0.14,0.03,0
0.14,0.03,0
0.14,0.03,0
0.14,0.03,0
0.14,0.03,0
0.16,0.03,0
0.16,0.03,0
0.16,0.03,0
0.16,0.03,0
0.16,0.03,0
0.18,0.03,0
0.18,0.03,0
0.18,0.03,0
0.18,0.03,0
0.18,0.03,0
0.2,0.03,0
0.2,0.03,0
0.2,0.03,0
0.2,0.03,0
0.2,0.03,0
0.22,0.03,0
0.22,0.03,0
0.22,0.03,0
0.22,0.03,0
0.22,0.03,0
0.24,0.04,0
0.24,0.04,0
0.24,0.04,0
0.24,0.04,0
0.24,0.04,0
0.26,0.04,0
0.26,0.04,0
0.26,0.04,0
0.26,0.04,0
0.26,0.04,0
0.28,0.04,0
0.28,0.04,0
0.28,0.04,0
0.28,0.04,0
0.28,0.04,0
0.3,0.04,0
0.3,0.04,0
0.3,0.04,0
0.3,0.04,0
0.3,0.04,0
0.32,0.04,0
0.32,0.04,0
0.32,0.04,0
0.32,0.04,0
0.32,0.04,0
0.34,0.04,0
0.34,0.04,0
0.34,0.04,0
0.34,0.04,0
0.34,0.04,0
0.36,0.05,0
0.36,0.05,0
0.36,0.05,0
0.36,0.05,0
0.36,0.05,0
0.38,0.05,0
0.38,0.05,0
0.38,0.05,0
0.38,0.05,0
0.38,0.05,0
0.4,0.05,0
0.4,0.05,0
0.4,0.05,0
0.4,0.05,0
0.42,0.05,0
0.42,0.06,0
0.42,0.06,0
0.42,0.06,0
0.42,0.06,0
0.44,0.06,0
0.44,0.06,0
0.44,0.06,0
0.44,0.06,0
0.44,0.06,0
0.46,0.06,0
0.46,0.07,0
0.46,0.07,0
0.46,0.07,0
0.46,0.07,0
0.48,0.07,0
0.48,0.08,0
0.48,0.08,0
0.48,0.08,0
0.48,0.08,0
0.5,0.08,0
0.5,0.08,0
0.5,0.08,0
0.5,0.08,0
0.5,0.08,0
0.52,0.09,0
0.52,0.09,0
0.52,0.09,0
0.52,0.09,0
0.52,0.09,0
0.54,0.1,0
0.54,0.1,0
0.54,0.1,0
0.54,0.1,0
0.54,0.1,0
0.56,0.1,0
0.56,0.1,0
0.56,0.1,0
0.56,0.1,0
0.56,0.1,0
0.58,0.11,0
0.58,0.11,0
0.58,0.11,0
0.58,0.11,0
0.58,0.11,0
0.6,0.12,0
0.6,0.12,0
0.6,0.12,0
0.6,0.12,0
0.6,0.12,0
0.62,0.13,0
0.62,0.13,0
0.62,0.13,0
0.62,0.13,0
0.62,0.13,0
0.64,0.14,0
0.64,0.14,0
0.64,0.14,0
0.64,0.14,0
0.64,0.14,0
0.66,0.15,0
0.66,0.15,0
0.66,0.15,0
0.66,0.15,0
0.66,0.15,0
0.68,0.17,0
0.68,0.17,0
0.68,0.17,0
0.68,0.17,0
0.68,0.17,0
0.7,0.18,0
0.7,0.18,0
0.7,0.18,0
0.7,0.18,0
0.72,0.18,0
0.72,0.19,0
0.72,0.19,0
0.72,0.19,0
0.72,0.19,0
0.74,0.19,0
0.74,0.2,0
0.74,0.2,0
0.74,0.2,0
0.74,0.2,0
0.76,0.2,0
0.76,0.22,0
0.76,0.22,0
0.76,0.22,0
0.76,0.22,0
0.78,0.22,0
0.78,0.23,0
0.78,0.23,0
0.78,0.23,0
0.78,0.23,0
0.8,0.23,0
0.8,0.24,0
0.8,0.24,0
0.8,0.24,0
0.8,0.24,0
0.82,0.24,0
0.82,0.26,0
0.82,0.26,0
0.82,0.26,0
0.82,0.26,0
0.84,0.27,0
0.84,0.27,0
0.84,0.27,0
0.84,0.27,0
0.84,0.27,0
0.86,0.29,0
0.86,0.29,0
0.86,0.29,0
0.86,0.29,0
0.86,0.29,0
0.88,0.3,0
0.88,0.3,0
0.88,0.3,0
0.88,0.3,0
0.88,0.3,0
0.9,0.32,0
0.9,0.32,0
0.9,0.32,0
0.9,0.32,0
0.9,0.32,0
0.92,0.33,0
0.92,0.33,0
0.92,0.33,0
0.92,0.33,0
0.92,0.33,0
0.94,0.35,0
0.94,0.35,0
0.94,0.35,0
0.94,0.35,0
0.94,0.35,0
0.96,0.36,0
0.96,0.36,0
0.96,0.36,0
0.96,0.36,0
0.96,0.36,0
0.98,0.38,0
0.98,0.38,0
0.98,0.38,0
0.98,0.38,0
0.98,0.38,0
1,0.39,0
1,0.39,0
1,0.39,0
1,0.39,0
1,0.39,0
1.02,0.41,0
1.02,0.41,0
1.02,0.41,0
1.02,0.41,0
1.04,0.41,0
1.04,0.43,0
1.04,0.43,0
1.04,0.43,0
1.04,0.43,0
1.06,0.43,0
1.06,0.44,0
1.06,0.44,0
1.06,0.44,0
1.06,0.44,0
1.08,0.44,0
1.08,0.46,0
1.08,0.46,0
1.08,0.46,0
1.08,0.46,0
1.1,0.46,0
1.1,0.48,0
1.1,0.48,0
1.1,0.48,0
1.1,0.48,0
1.12,0.48,0
1.12,0.49,0
1.12,0.49,0
1.12,0.49,0
1.12,0.49,0
1.14,0.51,0
1.14,0.51,0
1.14,0.51,0
1.14,0.51,0
1.14,0.51,0
1.16,0.53,0
1.16,0.53,0
1.16,0.53,0
1.16,0.53,0
1.16,0.53,0
1.18,0.54,0
1.18,0.54,0
1.18,0.54,0
1.18,0.54,0
1.18,0.54,0
1.2,0.56,0
1.2,0.56,0
1.2,0.56,0
1.2,0.56,0
1.2,0.56,0
1.22,0.57,0
1.22,0.57,0
1.22,0.57,0
1.22,0.57,0
1.22,0.57,0
1.24,0.59,0
1.24,0.59,0
1.24,0.59,0
1.24,0.59,0
1.24,0.59,0
1.26,0.61,0
1.26,0.61,0
1.26,0.61,0
1.26,0.61,0
